,id,time,x,y
53,1.0,53.0,-0.14381603159128886,-0.3017453716905655
54,1.0,54.0,-0.17561124286302404,-0.40265210409421903
55,1.0,55.0,-0.2416474542534351,-0.40319638317264717
56,1.0,56.0,-0.24796069300200826,-0.33911885266622877
57,1.0,57.0,-0.18199748326814102,-0.42664587082515076
58,1.0,58.0,-0.1872491607546748,-0.3851948582093644
59,1.0,59.0,-0.22162991884106806,-0.335122050754097
60,1.0,60.0,-0.1350264247270734,-0.3322086105204521
61,1.0,61.0,-0.13453625082640708,-0.31934744684066607
62,1.0,62.0,-0.07939440350596916,-0.33373230774976276
63,1.0,63.0,-0.05174531102089877,-0.3830360038652886
64,1.0,64.0,-0.015540498162075617,-0.44840807526100473
65,1.0,65.0,-0.049761760782133235,-0.4810038870491488
66,1.0,66.0,-0.118606540112558,-0.453351649530617
67,1.0,67.0,-0.13613434501136917,-0.43435074011816943
68,1.0,68.0,-0.1156130636312206,-0.46816151219789304
69,1.0,69.0,-0.0584520483165996,-0.6033738897877743
70,1.0,70.0,0.05513812856519426,-0.644301459343235
71,1.0,71.0,0.07996723178805312,-0.6933492169870463
72,1.0,72.0,0.07778931362076488,-0.5989108167908099
73,1.0,73.0,0.0677676298517165,-0.5436778728377084
74,1.0,74.0,0.10124123318203399,-0.4825066432536787
75,1.0,75.0,0.05856549018753973,-0.5341149847524139
76,1.0,76.0,0.050685751029256265,-0.48865623668162605
77,1.0,77.0,0.05203679473282921,-0.4426482166000052
78,1.0,78.0,0.0008782322060535142,-0.4164478377171136
79,1.0,79.0,0.03152767171300894,-0.46886072065364376
80,1.0,80.0,0.04953672789096644,-0.3944623961235911
81,1.0,81.0,0.019950777262319364,-0.3691042284829841
82,1.0,82.0,0.18097283089000024,-0.43913072451556523
83,1.0,83.0,0.18486131236736317,-0.3749469434955199
84,1.0,84.0,0.20161837553098186,-0.3564899260521327
85,1.0,85.0,0.2273351608551061,-0.3503691783770694
86,1.0,86.0,0.1482893520931454,-0.41629259193840334
87,1.0,87.0,0.17267407232223556,-0.43957038676235294
88,1.0,88.0,0.12441022904039586,-0.40994159365832744
89,1.0,89.0,0.13308891138085102,-0.4412881165720084
90,1.0,90.0,0.0856514267939594,-0.47470270959414235
91,1.0,91.0,0.11889523986044939,-0.46894742560971786
92,1.0,92.0,0.00931807407742366,-0.39133847728415866
93,1.0,93.0,-0.0398093715069984,-0.3442061347831977
94,1.0,94.0,-0.0925612154109329,-0.37791293624723643
95,1.0,95.0,-0.05897967328911444,-0.3583682329286386
96,1.0,96.0,-0.017718518887665097,-0.43381510811630847
97,1.0,97.0,0.07528787006248808,-0.4443580717150549
98,1.0,98.0,0.06674824587561087,-0.432562201777809
99,1.0,99.0,0.08142765201095764,-0.3547202170521595
100,2.0,0.0,0.24917471526993415,-2.1229671007229562
101,2.0,1.0,0.28378407872858624,-2.109449628293786
102,2.0,2.0,0.38025315219099776,-2.1310927298087696
103,2.0,3.0,0.3669209335248051,-2.0718783263811207
104,2.0,4.0,0.39198233536740446,-2.097165561185937
105,2.0,5.0,0.46225481633965615,-2.0702421410607594
106,2.0,6.0,0.43319793730678147,-2.0607119662583533
107,2.0,7.0,0.3569064739781355,-2.0995400559890838
108,2.0,8.0,0.30035075846807113,-2.106446070941529
109,2.0,9.0,0.34414497532063276,-2.119934890753478
110,2.0,10.0,0.36044645216344157,-2.1651535412675997
111,2.0,11.0,0.3154614847868613,-2.1683550175898465
112,2.0,12.0,0.23785714416019224,-2.157022643083488
113,2.0,13.0,0.20517639328162765,-2.20874607442321
114,2.0,14.0,0.21518958431482557,-2.1475327120010737
115,2.0,15.0,0.22393822724073642,-2.1434754127872457
116,2.0,16.0,0.23339343263804416,-2.1830403217773298
117,2.0,17.0,0.297038535802701,-2.101799539689994
118,2.0,18.0,0.36041631156328435,-2.154017641577398
119,2.0,19.0,0.3591761152436914,-2.19740528661824
120,2.0,20.0,0.24467777285581677,-2.1890202272823296
121,2.0,21.0,0.2295817350121079,-2.157400073336554
122,2.0,22.0,0.16789517023389322,-2.1940705336873165
123,2.0,23.0,0.1578595714898014,-2.200046030791226
124,2.0,24.0,0.1851127408246454,-2.24308291614039
125,2.0,25.0,0.18532275897001763,-2.2527992516029727
126,2.0,26.0,0.2471196877566942,-2.2672646954666025
127,2.0,27.0,0.269721583864556,-2.3069908756869393
128,2.0,28.0,0.2649661567632237,-2.417684631836736
129,2.0,29.0,0.2859128910251178,-2.4520409573317385
130,2.0,30.0,0.30577519031012246,-2.476343431100097
131,2.0,31.0,0.27511975626583385,-2.4941863189246827
132,2.0,32.0,0.37732208264473965,-2.5072136262309646
133,2.0,33.0,0.36385009100876686,-2.483166304472574
134,2.0,34.0,0.3038147393423543,-2.5115441750324137
135,2.0,35.0,0.31903498494957777,-2.4030599678202655
136,2.0,36.0,0.2852284373149335,-2.3478674237799857
137,2.0,37.0,0.22204302303818668,-2.393572324716601
138,2.0,38.0,0.23418246101736853,-2.302971893015973
139,2.0,39.0,0.25186206785921805,-2.2903145518651384
140,2.0,40.0,0.16631351343647502,-2.259595685093224
141,2.0,41.0,0.17116870291447334,-2.247172000887448
142,2.0,42.0,0.19147139925131157,-2.2206394119419093
143,2.0,43.0,0.19274782714528316,-2.2407736930014064
144,2.0,44.0,0.18947378606784002,-2.1926033484782343
145,2.0,45.0,0.11673078532026773,-2.213476419604058
146,2.0,46.0,0.12819991191171698,-2.233016562103182
147,2.0,47.0,0.207757714674649,-2.1716513647251667
148,2.0,48.0,0.1919946151287207,-2.22155392073587
149,2.0,49.0,0.21554857019804796,-2.172060846947424
150,2.0,50.0,0.25705274398805916,-2.1507889675782055
151,2.0,51.0,0.24697525347874028,-2.0883950698608666
152,2.0,52.0,0.259068407236681,-2.083512526410745
153,2.0,53.0,0.20693441750922692,-2.1688881494386836
154,2.0,54.0,0.14684900042803656,-2.1309825044218997
155,2.0,55.0,0.1818821883705487,-2.051474356000617
156,2.0,56.0,0.293644363189086,-2.0364371650727535
157,2.0,57.0,0.23109722892209686,-2.068238112737074
158,2.0,58.0,0.25578236735089155,-2.0555809263906903
159,2.0,59.0,0.20057231326372973,-1.9457842202259854
160,2.0,60.0,0.2567098379104452,-1.9136447260403169
161,2.0,61.0,0.3458785457750049,-1.876363333194857
162,2.0,62.0,0.3014492423367159,-1.8594977477592651
163,2.0,63.0,0.27940823836292417,-1.8164316707362913
164,2.0,64.0,0.27907661483670215,-1.9483268676675205
165,2.0,65.0,0.2950774829711869,-2.0051955635017435
166,2.0,66.0,0.38756299821393825,-2.0621975947908204
167,2.0,67.0,0.4413487607383448,-2.0694188307923276
168,2.0,68.0,0.46891782132327464,-2.0890577453170196
169,2.0,69.0,0.3709587162340524,-2.090832369663424
170,2.0,70.0,0.44116437902620076,-2.060411369737357
171,2.0,71.0,0.46605246475945866,-2.061283340805142
172,2.0,72.0,0.4771937890313606,-2.004468578895889
173,2.0,73.0,0.5022035463804788,-2.037417359951437
174,2.0,74.0,0.5402060801729472,-2.005524575925697
175,2.0,75.0,0.5959991445668308,-1.9536424391671143
176,2.0,76.0,0.5865695809817834,-2.0241619208725092
177,2.0,77.0,0.5214832424635187,-1.8892125620347224
178,2.0,78.0,0.57115960985826,-1.869276639009378
179,2.0,79.0,0.5732048728156119,-1.842393508225683
180,2.0,80.0,0.5115118681644635,-1.8494971683956005
181,2.0,81.0,0.4321041575352295,-1.8127877222506448
182,2.0,82.0,0.40584360087495347,-1.796478579360863
183,2.0,83.0,0.43581281003813194,-1.9024484282232956
184,2.0,84.0,0.41676145081654703,-1.9081159557875331
185,2.0,85.0,0.4015083574243505,-1.983397048802498
186,2.0,86.0,0.45661576912822566,-1.987571191662536
187,2.0,87.0,0.4279483787501183,-2.0161729261697916
188,2.0,88.0,0.41773864306088077,-1.960424125532312
189,2.0,89.0,0.39033531400732013,-1.9588463415948671
190,2.0,90.0,0.4729366194869413,-1.9218940727071963
191,2.0,91.0,0.4381692849168734,-1.9324436180138844
192,2.0,92.0,0.5131096283647818,-1.8708179830942475
193,2.0,93.0,0.45720618827341103,-1.8062421119924894
194,2.0,94.0,0.45148559326002885,-1.8549110164711677
195,2.0,95.0,0.4594531074638422,-1.84351093408648
196,2.0,96.0,0.43274769488703896,-1.8697008611389727
197,2.0,97.0,0.43023162239143836,-1.8672057313674413
198,2.0,98.0,0.43254621289898976,-1.8567734310707251
199,2.0,99.0,0.39427043012479523,-1.8598700459130841
200,3.0,0.0,2.5334557667180064,-2.383611257125943
201,3.0,1.0,2.529320644560171,-2.3862427623382394
202,3.0,2.0,2.6023154507620796,-2.4041131991473077
203,3.0,3.0,2.6203224737125663,-2.3619861096427597
204,3.0,4.0,2.667485823988322,-2.3976508897068283
205,3.0,5.0,2.6873155700866507,-2.329274184012614
206,3.0,6.0,2.7575383489992134,-2.4136591552659743
207,3.0,7.0,2.7748310788191133,-2.373211375337976
208,3.0,8.0,2.6735403318620437,-2.3660014511582297
209,3.0,9.0,2.7006501364838043,-2.270187048602083
210,3.0,10.0,2.7084338370184837,-2.297469936117492
211,3.0,11.0,2.685066941676018,-2.2890125966302017
212,3.0,12.0,2.677834732616579,-2.301126664336962
213,3.0,13.0,2.6841846707945614,-2.268796833244822
214,3.0,14.0,2.615369628378758,-2.212281765252695
215,3.0,15.0,2.6587697569878603,-2.134600433659556
216,3.0,16.0,2.5786830416272237,-2.1566713916843745
217,3.0,17.0,2.553243335288727,-2.106768261302017
218,3.0,18.0,2.5449150800870033,-2.16591925466909
219,3.0,19.0,2.482675577505758,-2.1192615880380012
220,3.0,20.0,2.4155631591004814,-2.133181031017535
221,3.0,21.0,2.3865514774344554,-2.106726119520783
222,3.0,22.0,2.3200848240641854,-1.9669059702524425
223,3.0,23.0,2.355197600387593,-1.8665791586584826
224,3.0,24.0,2.3428463129645944,-1.90123827494431
225,3.0,25.0,2.3004017346845296,-1.9280664678378714
226,3.0,26.0,2.2339624402004796,-1.9354465176229296
227,3.0,27.0,2.2113653385101544,-1.9270523517138478
228,3.0,28.0,2.1699383765415154,-1.908040752298166
229,3.0,29.0,2.095619700970784,-1.8383665863625454
230,3.0,30.0,2.104883577093391,-1.8663166071407196
231,3.0,31.0,2.081444895384008,-1.8361729530500668
232,3.0,32.0,2.1115480135452347,-1.8440797663257922
233,3.0,33.0,2.093497307206389,-1.7491470214123317
234,3.0,34.0,2.154252412874198,-1.7900234442286016
235,3.0,35.0,2.1418079617258465,-1.8411082338609854
236,3.0,36.0,2.1228355427238577,-1.8815484536193763
237,3.0,37.0,2.1565371995620097,-1.905547701182298
238,3.0,38.0,2.17293631677379,-1.8688901874859898
239,3.0,39.0,2.19097491913112,-1.8755152211160788
240,3.0,40.0,2.250632360227405,-1.8732944262341702
241,3.0,41.0,2.2193552496003353,-1.914684487590443
242,3.0,42.0,2.19154254706464,-1.8654217728310183
243,3.0,43.0,2.217905703485328,-1.856568687766402
244,3.0,44.0,2.238510040023796,-1.903154423939841
245,3.0,45.0,2.35772079885858,-1.8886744453370234
246,3.0,46.0,2.3780565729140695,-1.9490186419894118
247,3.0,47.0,2.3925493233399697,-2.0018753174456725
248,3.0,48.0,2.359795052233743,-1.9355469864610368
249,3.0,49.0,2.368452044112185,-1.905033751344288
250,3.0,50.0,2.3624718968776053,-1.8818503866631353
251,3.0,51.0,2.4507171945329724,-1.9003721340389128
252,3.0,52.0,2.465272855490779,-1.8584779598668788
253,3.0,53.0,2.3991708326261874,-1.8508453726316867
254,3.0,54.0,2.370991409078032,-1.8676795580140033
255,3.0,55.0,2.2381202612423103,-1.9333970951026722
256,3.0,56.0,2.2483315751389976,-1.9432851691429838
257,3.0,57.0,2.3009668501697234,-1.9330059256137984
258,3.0,58.0,2.2324451485256778,-1.9343749221025066
259,3.0,59.0,2.321096339661546,-1.9441644662467648
260,3.0,60.0,2.348754159209855,-1.9198620314958648
261,3.0,61.0,2.4415457785203207,-1.842602305527049
262,3.0,62.0,2.423561739954316,-1.866710901482711
263,3.0,63.0,2.323099062078462,-1.7844087406698927
264,3.0,64.0,2.211970672271822,-1.7834228628360758
265,3.0,65.0,2.2097475020113295,-1.7968361555132661
266,3.0,66.0,2.299809203980641,-1.7797384980119502
267,3.0,67.0,2.328536088729056,-1.7852763741204944
268,3.0,68.0,2.317843794931574,-1.7945406904019032
269,3.0,69.0,2.302792608929342,-1.8496469630717773
270,3.0,70.0,2.2838287440182907,-1.776135874302402
271,3.0,71.0,2.369449359606839,-1.7871818286073227
272,3.0,72.0,2.264639899002079,-1.825201242187104
273,3.0,73.0,2.292407206366671,-1.7952656068912225
274,3.0,74.0,2.3851517517615823,-1.8251764316411168
275,3.0,75.0,2.432917578438836,-1.826472210376135
276,3.0,76.0,2.3503852094902333,-1.8634060556879173
277,3.0,77.0,2.3579830523938323,-1.8879559661597127
278,3.0,78.0,2.2714580042539354,-1.9133109042473635
279,3.0,79.0,2.2453148510791046,-1.9314828410791662
280,3.0,80.0,2.1826336534741526,-1.9108513352100542
281,3.0,81.0,2.1964389796050092,-1.917198939341251
282,3.0,82.0,2.2203942231067755,-1.9218728069590454
283,3.0,83.0,2.1976113176837013,-1.8691177629014455
284,3.0,84.0,2.2646600844217,-1.8451503324880296
285,3.0,85.0,2.2297302360267257,-1.8004646572943608
286,3.0,86.0,2.2699245090684737,-1.7205184771181232
287,3.0,87.0,2.2005852196798514,-1.6843967439707688
288,3.0,88.0,2.153009889438982,-1.7149212685593487
289,3.0,89.0,2.233629726706923,-1.6508916658493535
290,3.0,90.0,2.238980815432316,-1.6144846576365204
291,3.0,91.0,2.199330079637865,-1.5470836264073473
292,3.0,92.0,2.228496937464906,-1.5761336377103603
293,3.0,93.0,2.287511972965451,-1.5605914798443985
294,3.0,94.0,2.261656977318956,-1.6127573868085006
295,3.0,95.0,2.202797217327258,-1.5833871065009961
296,3.0,96.0,2.1362307053817315,-1.566632304970712
297,3.0,97.0,2.143349175913879,-1.5843846902543421
298,3.0,98.0,2.1130294530537594,-1.6333556724791014
299,3.0,99.0,2.063200642007824,-1.737043381453192
300,4.0,0.0,1.873405089871274,2.267620264215497
301,4.0,1.0,1.9234267638416476,2.3247765435841843
302,4.0,2.0,1.9300851640260046,2.323127517094873
303,4.0,3.0,1.8888855713574901,2.3645551143511456
304,4.0,4.0,1.8381896260186938,2.3194171249912148
305,4.0,5.0,1.850676970414726,2.3045802317282202
306,4.0,6.0,1.8757173404157337,2.3049747061419423
307,4.0,7.0,1.8117737226313853,2.195396523143827
308,4.0,8.0,1.739696011460527,2.198024935573214
309,4.0,9.0,1.789934340914978,2.197044697595444
310,4.0,10.0,1.851456864178065,2.2234554999871814
311,4.0,11.0,1.8426016432873003,2.1705591322378477
312,4.0,12.0,1.8672081172642685,2.142223229503213
313,4.0,13.0,1.9180538292540603,2.1396038089685057
314,4.0,14.0,2.0452128732777295,2.0845277767508748
315,4.0,15.0,2.0431154640979634,2.147071885265633
316,4.0,16.0,2.022246748244349,2.2347126899821372
317,4.0,17.0,2.1021926915722,2.273989500182216
318,4.0,18.0,2.1282889570614385,2.30927554946652
319,4.0,19.0,2.0183383774238415,2.420775356791777
320,4.0,20.0,2.06878903265446,2.493522163288441
321,4.0,21.0,2.0262635983227955,2.543981669244431
322,4.0,22.0,2.051333627435304,2.561083637529035
323,4.0,23.0,2.013325652966523,2.6068690030304187
324,4.0,24.0,1.9198607415022049,2.608685458650439
325,4.0,25.0,1.878073191176754,2.62396400377131
326,4.0,26.0,1.9012561733717017,2.6128673685558224
327,4.0,27.0,1.862305201886328,2.6252113561459898
328,4.0,28.0,1.8844507988676573,2.62381790080124
329,4.0,29.0,1.916380683050699,2.6978566849780083
330,4.0,30.0,1.9133093827707235,2.721934769832247
331,4.0,31.0,1.9024782580702808,2.7354786508812916
332,4.0,32.0,1.8320962011512638,2.754035578837091
333,4.0,33.0,1.8536872698469615,2.702837204013649
334,4.0,34.0,1.7720231912907194,2.703729709651355
335,4.0,35.0,1.6956638016507495,2.686622633540826
336,4.0,36.0,1.687685653073825,2.6932438682102324
337,4.0,37.0,1.6455113071740364,2.6486966077803142
338,4.0,38.0,1.7057382123642402,2.6230171193725065
339,4.0,39.0,1.7634478338556034,2.604206211612694
340,4.0,40.0,1.786661370995566,2.649624569336721
341,4.0,41.0,1.7965426120805474,2.624052082943397
342,4.0,42.0,1.8030408511007776,2.659734412358575
343,4.0,43.0,1.7415081918412472,2.6726817247018406
344,4.0,44.0,1.7014239788286682,2.6129537455314775
345,4.0,45.0,1.7007660942864145,2.6063273330621497
346,4.0,46.0,1.7356475364753194,2.6958899428468435
347,4.0,47.0,1.8082380950530645,2.634078654273342
348,4.0,48.0,1.789314995397211,2.623095944460057
349,4.0,49.0,1.8340108976728613,2.675754672178922
350,4.0,50.0,1.8155478732723453,2.6350726273249356
351,4.0,51.0,1.8768322916012719,2.696981802368688
352,4.0,52.0,1.8727575885352057,2.6644277095155804
353,4.0,53.0,1.9042943306949445,2.6931149187870878
354,4.0,54.0,1.9016784536183473,2.633076453444074
355,4.0,55.0,1.9093294805255314,2.6255609087768073
356,4.0,56.0,1.9496167812596048,2.6809756572091157
357,4.0,57.0,1.9276686591941077,2.770528980969295
358,4.0,58.0,1.8422507709269869,2.781006554403474
359,4.0,59.0,1.8471368140403126,2.7744388162635962
360,4.0,60.0,1.716365275332459,2.7262355894907033
361,4.0,61.0,1.7147653495791424,2.7147901970631834
362,4.0,62.0,1.649857727569096,2.6843120659674824
363,4.0,63.0,1.591326970424272,2.63760407283544
364,4.0,64.0,1.5757450367357737,2.5519565014879637
365,4.0,65.0,1.6680212371613519,2.4764121466232214
366,4.0,66.0,1.6182601504280896,2.5159263502296847
367,4.0,67.0,1.5987405245414243,2.5438083348546345
368,4.0,68.0,1.6471195199576814,2.492991170939993
369,4.0,69.0,1.585165550113768,2.484626108949849
370,4.0,70.0,1.6216938938835543,2.5245039808055743
371,4.0,71.0,1.6573105714984897,2.534225060354257
372,4.0,72.0,1.633151562256506,2.5473354678721414
373,4.0,73.0,1.5441833476130897,2.57400913692691
374,4.0,74.0,1.5228034691449115,2.5256899100178716
375,4.0,75.0,1.5603405729123907,2.5022245098402403
376,4.0,76.0,1.6177426486818254,2.506316428224329
377,4.0,77.0,1.6380468357454132,2.460852002528358
378,4.0,78.0,1.5955126512667945,2.5155692213052814
379,4.0,79.0,1.5766674799367026,2.479643365514766
380,4.0,80.0,1.609706813196159,2.4845762074175832
381,4.0,81.0,1.6763330720021403,2.433228564096131
382,4.0,82.0,1.6940621887748397,2.4262060414608753
383,4.0,83.0,1.6523556088751163,2.4538369012673886
384,4.0,84.0,1.6836148871678844,2.457691311167549
385,4.0,85.0,1.6351433123498231,2.4900461491302024
386,4.0,86.0,1.6694587507650085,2.5143694253399866
387,4.0,87.0,1.6350217757007839,2.6395533940341935
388,4.0,88.0,1.6790523604192922,2.5609121830345924
389,4.0,89.0,1.7130906583243914,2.5792465427967417
390,4.0,90.0,1.704222041905906,2.613178487739761
391,4.0,91.0,1.6569455013709247,2.442961834312704
392,4.0,92.0,1.6235012852957529,2.384230963370142
393,4.0,93.0,1.7159213954362629,2.291544145273233
394,4.0,94.0,1.7351389472777716,2.3172937237521354
395,4.0,95.0,1.7107627060015744,2.274535635668057
396,4.0,96.0,1.7006706403325245,2.1945523099542954
397,4.0,97.0,1.7398215492580131,2.210871004831853
398,4.0,98.0,1.7763037402436588,2.239749190232921
399,4.0,99.0,1.7840584167341687,2.2500558369531483
400,5.0,0.0,-2.419702448975948,1.9752568018684473
401,5.0,1.0,-2.4081702695071616,1.9523852138412758
402,5.0,2.0,-2.43341018218654,2.024013451431199
403,5.0,3.0,-2.4994671836312086,1.915796830015817
404,5.0,4.0,-2.5226051483308076,1.9803586193919633
405,5.0,5.0,-2.6088174949320386,2.012688764312914
406,5.0,6.0,-2.7047798683803776,2.1752129920401098
407,5.0,7.0,-2.7006341444316564,2.1700315146145646
408,5.0,8.0,-2.7197621222223516,2.2360644742331774
409,5.0,9.0,-2.8637056932666805,2.2327765777675666
410,5.0,10.0,-2.8308770691991674,2.2859547781700877
411,5.0,11.0,-2.9234442912981455,2.309793909675046
412,5.0,12.0,-2.9421972603562145,2.3715084671436797
413,5.0,13.0,-2.9753864533235324,2.370470850395439
414,5.0,14.0,-2.926838759889886,2.3185440416346164
415,5.0,15.0,-2.9164710922178543,2.3930744018160732
416,5.0,16.0,-2.898243269781679,2.358640704351826
417,5.0,17.0,-2.953218432342391,2.333729117950951
418,5.0,18.0,-2.9782162667612395,2.387037815808753
419,5.0,19.0,-2.960319753555491,2.3890054039648962
420,5.0,20.0,-2.8728851452823014,2.3220258753829968
421,5.0,21.0,-2.8708166125474675,2.2638359420895413
422,5.0,22.0,-2.9965128353425046,2.1673494565586586
423,5.0,23.0,-2.9188630311588746,2.173725001081158
424,5.0,24.0,-3.011951363080364,2.232745916690253
425,5.0,25.0,-3.0240300386720977,2.314017952426816
426,5.0,26.0,-2.9503259521439986,2.3302999248385414
427,5.0,27.0,-2.8765333365486208,2.3401703251940367
428,5.0,28.0,-2.7970031715106796,2.3159065660687146
429,5.0,29.0,-2.827258480347407,2.2229994670966997
430,5.0,30.0,-2.8926710810972063,2.2355211916165794
431,5.0,31.0,-2.9529531385440304,2.284583878017582
432,5.0,32.0,-2.9851587434487477,2.304388326999325
433,5.0,33.0,-3.057328400053281,2.33281703373092
434,5.0,34.0,-3.0764822477037064,2.4046681586206087
435,5.0,35.0,-3.185026077861982,2.4432773503825262
436,5.0,36.0,-3.0721783916322387,2.4196694616370262
437,5.0,37.0,-3.0188889242651498,2.4583180355574132
438,5.0,38.0,-3.090610132209991,2.476835519576058
439,5.0,39.0,-3.080643748970661,2.3992943810136667
440,5.0,40.0,-3.091177927616987,2.3790473814953725
441,5.0,41.0,-3.032517652296952,2.3871889517007516
442,5.0,42.0,-2.9860084821516475,2.415997355891071
443,5.0,43.0,-3.0142667337128977,2.4102327680541356
444,5.0,44.0,-2.9911717801470896,2.350722635403128
445,5.0,45.0,-3.0067129651077775,2.2772566439920046
446,5.0,46.0,-3.0553731463190585,2.347402516897048
447,5.0,47.0,-3.0661498199264456,2.222718512892556
448,5.0,48.0,-3.077744546764495,2.2110751994220204
449,5.0,49.0,-3.0641687258384294,2.2210207757975535
450,5.0,50.0,-3.006416974743917,2.1918050712113115
451,5.0,51.0,-3.0128819851762327,2.153755015126489
452,5.0,52.0,-3.0043186006572977,2.142765545536552
453,5.0,53.0,-3.0425748527287273,2.1919517776958197
454,5.0,54.0,-3.02754390219162,2.2419312336495465
455,5.0,55.0,-3.0160024528649743,2.322407825328212
456,5.0,56.0,-3.0636603070129387,2.3567312349917793
457,5.0,57.0,-3.065330485567559,2.359209721823678
458,5.0,58.0,-3.0889896661971883,2.3501059726963645
459,5.0,59.0,-3.0977056176245035,2.39935317629827
460,5.0,60.0,-3.079612524821193,2.3838774570811223
461,5.0,61.0,-3.000292100342135,2.4758664361051403
462,5.0,62.0,-2.9871263445736127,2.501828389854638
463,5.0,63.0,-3.0055475570322985,2.5108193814604944
464,5.0,64.0,-2.978539432814213,2.5760705745808234
465,5.0,65.0,-3.039264134609011,2.6028877679906604
466,5.0,66.0,-3.018945794205192,2.5979367399699127
467,5.0,67.0,-3.026636477545446,2.632994119834541
468,5.0,68.0,-3.0234854743063524,2.6698102752730604
469,5.0,69.0,-3.051642042582249,2.6066197624220537
470,5.0,70.0,-2.970073708095426,2.592011793665632
471,5.0,71.0,-2.951544558517864,2.6684576677165683
472,5.0,72.0,-2.8943788640626678,2.6631514197595227
473,5.0,73.0,-2.93912037437352,2.6252534184765484
474,5.0,74.0,-2.884247900397712,2.6402835801847515
475,5.0,75.0,-2.922478498080773,2.633134360016645
476,5.0,76.0,-2.933161668623026,2.6316126452807502
477,5.0,77.0,-2.8239632047829133,2.618323555603248
478,5.0,78.0,-2.802245464817606,2.5499312400725995
479,5.0,79.0,-2.8312252741893675,2.5286381300398473
480,5.0,80.0,-2.795602202420327,2.4758925978201263
481,5.0,81.0,-2.787717065472422,2.4337544904498563
482,5.0,82.0,-2.820361572239788,2.43680314474483
483,5.0,83.0,-2.8999621491611247,2.403488917041033
484,5.0,84.0,-2.8082825262171234,2.4502766865279813
485,5.0,85.0,-2.7781139110006072,2.436263290238303
486,5.0,86.0,-2.6682216794314937,2.4476100401081347
487,5.0,87.0,-2.7097780550036115,2.4751977370690517
488,5.0,88.0,-2.690279760749381,2.485454058245011
489,5.0,89.0,-2.647685035785479,2.5220885891354543
490,5.0,90.0,-2.6452470860534625,2.49635830449761
491,5.0,91.0,-2.580063339770895,2.509316922288963
492,5.0,92.0,-2.585793653822468,2.593347774387817
